,factors,num_factors,cv_score,cv_score_std
981,"['lattice_constant_fcc', 'c12_bcc', 'surface_energy_100_fcc']",3,-0.2770014877435465,0.07500279312984741
714,"['lattice_constant_bcc', 'c44_sc', 'unstable_stack_energy_fcc']",3,-0.2770368065698344,0.06962338583044776
2696,"['c11_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",3,-0.27706135082652505,0.07853929992846174
3021,"['c12_bcc', 'c44_sc', 'unstable_stack_energy_fcc']",3,-0.27709718162621205,0.069584631818214
2719,"['c11_fcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2771013160762767,0.06245692888781975
1690,"['bulk_modulus_bcc', 'c44_sc', 'unstable_stack_energy_fcc']",3,-0.2771146169715127,0.08119032847444731
1195,"['lattice_constant_sc', 'bulk_modulus_fcc', 'c12_sc']",3,-0.2771379644130517,0.06982760515708139
644,"['lattice_constant_bcc', 'c12_fcc', 'c44_fcc']",3,-0.27716167827284527,0.05881901687793062
1244,"['lattice_constant_sc', 'c11_bcc', 'cohesive_energy_fcc']",3,-0.2771944089847702,0.0870830555515414
3140,"['c12_fcc', 'c44_bcc', 'thermal_expansion_coeff_fcc']",3,-0.27724481182058663,0.07750177043339004
1998,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",3,-0.27725071208080776,0.057811002964479954
2186,"['bulk_modulus_sc', 'c44_bcc', 'surface_energy_100_fcc']",3,-0.2773784119632749,0.07888450024340088
2677,"['c11_fcc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2773831820547804,0.07112111022244286
3544,"['c44_fcc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",3,-0.27744379796921786,0.055262971777589105
2143,"['bulk_modulus_sc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27749484272366,0.07637574865197494
1095,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.27754499717821146,0.057709350124136055
587,"['lattice_constant_bcc', 'c11_fcc', 'c44_fcc']",3,-0.2775533976112543,0.07177917398293561
1087,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'surface_energy_110_bcc']",3,-0.2775880980615933,0.06011550773956737
2030,"['bulk_modulus_fcc', 'intr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2776498282970383,0.07288747715481055
2104,"['bulk_modulus_sc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27765459474599186,0.08451707189440683
1079,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2776553263529762,0.05471183849259691
623,"['lattice_constant_bcc', 'c12_bcc', 'c12_fcc']",3,-0.2776816025631006,0.0686021899618505
2584,"['c11_fcc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27770448439832296,0.06749756773354922
3973,"['extr_stack_fault_energy_fcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2777083403299684,0.06205138578527001
3450,"['c44_bcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",3,-0.2777174621946051,0.05796395157138063
3957,"['surface_energy_110_bcc', 'unstable_twinning_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.277758062160824,0.05441552009083384
2642,"['c11_fcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.2778136591901433,0.07964731778121832
701,"['lattice_constant_bcc', 'c44_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2778362353539009,0.05446155494515475
3697,"['c44_sc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2778778285076226,0.09038519391100526
4011,"['intr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",3,-0.27788121094043566,0.06525002262514837
990,"['lattice_constant_fcc', 'c12_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.2778972327328363,0.08235716196261096
1481,"['lattice_constant_sc', 'unstable_twinning_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.27792895293990666,0.06156548679676644
3286,"['c12_sc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.27797008940195156,0.06767357757964544
950,"['lattice_constant_fcc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27809013481263223,0.0766575366353437
2382,"['c11_bcc', 'c12_fcc', 'cohesive_energy_fcc']",3,-0.2781244752938715,0.06443633142272676
2728,"['c11_fcc', 'intr_stack_fault_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.2782062796313725,0.06774815684300375
2717,"['c11_fcc', 'extr_stack_fault_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.2782515187074044,0.07644496203321804
3108,"['c12_bcc', 'unstable_twinning_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.27826049333847647,0.06776991762151757
2521,"['c11_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2783190554661548,0.07118196015766909
3543,"['c44_fcc', 'cohesive_energy_fcc', 'thermal_expansion_coeff_fcc']",3,-0.27832994282396634,0.048151372785032745
865,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c11_bcc']",3,-0.2783603141915309,0.07162071620675863
1407,"['lattice_constant_sc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2783824346795533,0.05433554261003486
3188,"['c12_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.2783918829231406,0.053193892625191475
482,"['lattice_constant_bcc', 'lattice_constant_sc', 'unstable_twinning_energy_fcc']",3,-0.2783944983621779,0.08537252609489517
3937,"['surface_energy_110_bcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27840839599423295,0.06959189344103389
1092,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'unstable_twinning_energy_fcc']",3,-0.2784171412659879,0.09726509869037582
326,"['c44_fcc', 'relaxed_formation_potential_energy_fcc']",2,-0.27841862920638155,0.06082847062435417
1876,"['bulk_modulus_fcc', 'c12_bcc', 'c12_sc']",3,-0.2784346658924526,0.06831365252613537
688,"['lattice_constant_bcc', 'c44_bcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.2784613365067955,0.06949717227883377
1788,"['bulk_modulus_bcc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",3,-0.2784623381671313,0.07873197738092817
1359,"['lattice_constant_sc', 'c44_bcc', 'extr_stack_fault_energy_fcc']",3,-0.2784864653006717,0.0747829419603376
3474,"['c44_bcc', 'surface_energy_110_bcc', 'extr_stack_fault_energy_fcc']",3,-0.2785149555372466,0.08599223091828215
2751,"['c11_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.2786341816180482,0.09578830848366372
1762,"['bulk_modulus_bcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.2786372051465248,0.07294112097334321
3446,"['c44_bcc', 'cohesive_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.27864083993873245,0.05913546230773839
3377,"['c12_sc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.278652014489572,0.07874297300613092
3922,"['surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.2786533639227074,0.05109137609869664
2732,"['c11_fcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.27869047999506036,0.07583718177478631
1310,"['lattice_constant_sc', 'c12_bcc', 'unstable_stack_energy_fcc']",3,-0.27870935305362626,0.06404184670707487
3691,"['c44_sc', 'intr_stack_fault_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.27871529185686195,0.06602176930549988
4022,"['intr_stack_fault_energy_fcc', 'unstable_twinning_energy_fcc', 'relaxation_volume_fcc']",3,-0.27873683986825143,0.061885199641912504
266,"['c12_fcc', 'c44_fcc']",2,-0.27878293499698686,0.04909590490327467
599,"['lattice_constant_bcc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2788044736988479,0.07720960263594073
403,"['intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",2,-0.2788430824006683,0.05536173913608832
938,"['lattice_constant_fcc', 'c11_fcc', 'c44_fcc']",3,-0.2788781738547507,0.07735449380953739
1306,"['lattice_constant_sc', 'c12_bcc', 'surface_energy_100_fcc']",3,-0.2788838251884895,0.06462134298717087
3453,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc']",3,-0.27897394079494986,0.09133645272570043
3641,"['c44_sc', 'cohesive_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.279063801650294,0.07049409994006603
1328,"['lattice_constant_sc', 'c12_fcc', 'unstable_stack_energy_fcc']",3,-0.27907218845053483,0.0731015692348774
2687,"['c11_fcc', 'thermal_expansion_coeff_fcc', 'unstable_twinning_energy_fcc']",3,-0.2790799171555488,0.08662452958538107
3157,"['c12_fcc', 'c44_fcc', 'surface_energy_110_bcc']",3,-0.27911471094115964,0.05031530181118868
1949,"['bulk_modulus_fcc', 'c44_fcc', 'surface_energy_110_bcc']",3,-0.279134652715036,0.06320989577274395
2819,"['c11_sc', 'c44_bcc', 'extr_stack_fault_energy_fcc']",3,-0.2791373364594987,0.06452224620077943
1922,"['bulk_modulus_fcc', 'c12_sc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.279155155483482,0.078847227397833
1753,"['bulk_modulus_bcc', 'intr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.2791711885614607,0.06634954247851892
2331,"['c11_bcc', 'c11_fcc', 'unstable_stack_energy_fcc']",3,-0.2791879506271144,0.06570390133869897
2665,"['c11_fcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.27920613878285067,0.07695645253289464
704,"['lattice_constant_bcc', 'c44_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.279219681021033,0.04721786972252228
3327,"['c12_sc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27924472687678337,0.04964368053184303
2314,"['bulk_modulus_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.27932218047249285,0.0507594244751494
2210,"['bulk_modulus_sc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.27937014171856356,0.05555304591003989
722,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'thermal_expansion_coeff_fcc']",3,-0.27943921893276985,0.041773201315490886
3081,"['c12_bcc', 'extr_stack_fault_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.2794407168323438,0.07150216220407082
2963,"['c12_bcc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2795094437278669,0.0672859749769579
3512,"['c44_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.27951493996026305,0.08296252948678826
3771,"['cohesive_energy_fcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27951702252997285,0.06097591276609716
4025,"['intr_stack_fault_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.2795322538957797,0.06788052123659774
484,"['lattice_constant_bcc', 'lattice_constant_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.2795514183241231,0.05410486686015515
1105,"['lattice_constant_fcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.27956736635796886,0.0612120788934386
2922,"['c11_sc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.2795716884054699,0.07202105173931198
1692,"['bulk_modulus_bcc', 'c44_sc', 'unstable_twinning_energy_fcc']",3,-0.2795826347699282,0.06468595895574206
1160,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.2796197322545707,0.052145744047965965
2827,"['c11_sc', 'c44_bcc', 'vacancy_migration_energy_fcc']",3,-0.27965341398413085,0.06309059873191371
1048,"['lattice_constant_fcc', 'c44_fcc', 'surface_energy_110_bcc']",3,-0.2796578733601137,0.04719905965881861
1610,"['bulk_modulus_bcc', 'c12_bcc', 'unstable_stack_energy_fcc']",3,-0.279667820984534,0.05836115355064075
521,"['lattice_constant_bcc', 'bulk_modulus_fcc', 'c44_fcc']",3,-0.27970525056116063,0.07310447509241998
760,"['lattice_constant_bcc', 'surface_energy_110_bcc', 'unstable_stack_energy_fcc']",3,-0.2797317252062897,0.07039762329863873
2059,"['bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.279744102926752,0.0571417554491954
2981,"['c12_bcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.2797462884514277,0.07813591829496658
3569,"['c44_fcc', 'surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",3,-0.279772898872732,0.07627010987161009
1747,"['bulk_modulus_bcc', 'extr_stack_fault_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.27978670881400236,0.06280005175768812
1488,"['lattice_constant_sc', 'vacancy_migration_energy_fcc', 'relaxation_volume_fcc']",3,-0.2797875132932494,0.06889789592365261
854,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'extr_stack_fault_energy_fcc']",3,-0.2797925741703514,0.06783237306664619
3486,"['c44_bcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.27981789222567893,0.07185983741820581
2640,"['c11_fcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.27987302759143107,0.05727348829497077
884,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.2798835339071073,0.06710386349493372
497,"['lattice_constant_bcc', 'bulk_modulus_bcc', 'c44_fcc']",3,-0.27991352117014323,0.06490633090894864
1659,"['bulk_modulus_bcc', 'c44_bcc', 'extr_stack_fault_energy_fcc']",3,-0.27992047755829197,0.0643192778039828
579,"['lattice_constant_bcc', 'c11_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.2799331316869724,0.07278824358901874
3513,"['c44_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",3,-0.2799757366829974,0.060871529909581584
1137,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_fcc']",3,-0.2799859170481568,0.08397252395755839
2178,"['bulk_modulus_sc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.2799902979277692,0.05191238771829813
2970,"['c12_bcc', 'c12_sc', 'cohesive_energy_fcc']",3,-0.27999585156472784,0.06346116529592372
2399,"['c11_bcc', 'c12_sc', 'cohesive_energy_fcc']",3,-0.2800213058906181,0.07007504231043031
