,factors,num_factors,cv_score,cv_score_std
3010,"['c12_bcc', 'c44_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.32104751632816203,0.13065235520842605
3871,"['surface_energy_100_fcc', 'surface_energy_110_bcc', 'unstable_stack_energy_fcc']",3,-0.3210527766084392,0.07483797386988045
2762,"['c11_sc', 'c12_bcc', 'c44_fcc']",3,-0.32112611316492085,0.1208656942714558
705,"['lattice_constant_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32113452209333926,0.08308401299412538
781,"['lattice_constant_bcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3211557446078129,0.05511687790908447
262,"['c12_bcc', 'vacancy_migration_energy_fcc']",2,-0.3212054225000764,0.048842155805924124
3421,"['c44_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3212319759097387,0.09737858825389366
1957,"['bulk_modulus_fcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3213173430728496,0.10630089603848444
1116,"['lattice_constant_fcc', 'surface_energy_110_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.321430653046371,0.0551992881597024
372,"['surface_energy_100_fcc', 'unstable_stack_energy_fcc']",2,-0.321469522125587,0.06932673572226161
3630,"['c44_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.32163667239271054,0.09184143652185009
3229,"['c12_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.32172335162749155,0.06272452483800872
3103,"['c12_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.32178847031809515,0.045757789071283514
2729,"['c11_fcc', 'intr_stack_fault_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.32183354471431636,0.10412259967012041
3574,"['c44_fcc', 'surface_energy_100_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.3218755096767582,0.10692677590793025
3510,"['c44_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3219050289718393,0.05691497690571398
2199,"['bulk_modulus_sc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.32199541978375107,0.09536454215623835
2888,"['c11_sc', 'surface_energy_100_fcc', 'unstable_twinning_energy_fcc']",3,-0.3220042789189733,0.08226905591335343
3755,"['cohesive_energy_fcc', 'surface_energy_110_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32201360881373203,0.06008857223116675
3101,"['c12_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3221269030143192,0.04868482003340555
3214,"['c12_fcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3221291838140959,0.058902382963041414
3545,"['c44_fcc', 'cohesive_energy_fcc', 'surface_energy_110_bcc']",3,-0.3221648003741745,0.09547329269060655
1474,"['lattice_constant_sc', 'unstable_twinning_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.32226922803883695,0.04645847811062585
3892,"['surface_energy_100_fcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32227887294560204,0.06481007795962838
2046,"['bulk_modulus_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32231021086530837,0.06218462367094344
802,"['lattice_constant_bcc', 'unstable_twinning_energy_fcc', 'relaxation_volume_fcc']",3,-0.32231374915903355,0.05385457885719939
76,"['lattice_constant_fcc', 'unstable_stack_energy_fcc']",2,-0.32234951325851907,0.06582298555930431
1478,"['lattice_constant_sc', 'unstable_twinning_energy_fcc', 'relaxation_volume_fcc']",3,-0.32243264718141007,0.044598785437315554
3777,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.32252997350089985,0.037396419213158165
3210,"['c12_fcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",3,-0.3225414498035477,0.048755344526500044
3799,"['cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.3226030782909433,0.06857052087979496
3767,"['cohesive_energy_fcc', 'intr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.32262231629192134,0.0422811928110597
3269,"['c12_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.32266857188600684,0.09095199868542014
2943,"['c11_sc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3226795256126699,0.05104536181597634
3986,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3227141524315861,0.0860998030087399
2521,"['c11_bcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.322823910553953,0.056226247930553315
3549,"['c44_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",3,-0.32284981864823625,0.09390808309797208
3290,"['c12_sc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.32302192882735575,0.09298916239863679
2430,"['c11_bcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.32304537373369285,0.09687121556937818
3156,"['c12_fcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.3230608093470646,0.1197066331776756
595,"['lattice_constant_bcc', 'c11_fcc', 'unstable_stack_energy_fcc']",3,-0.32308777335977157,0.10107768124406039
3999,"['extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3231336697120479,0.05647919006259677
2161,"['bulk_modulus_sc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.323211222151763,0.0547242301110721
3547,"['c44_fcc', 'cohesive_energy_fcc', 'intr_stack_fault_energy_fcc']",3,-0.32339120441021024,0.09694982771906904
1479,"['lattice_constant_sc', 'unstable_twinning_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3234647536848523,0.04528086346954124
2392,"['c11_bcc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3235088770488016,0.05216145376623635
3108,"['c12_bcc', 'unstable_twinning_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.32351201414645103,0.0532050123496782
1381,"['lattice_constant_sc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3235189833134386,0.08068786594841929
2517,"['c11_bcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32362436119683613,0.03800202069892034
2710,"['c11_fcc', 'surface_energy_110_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3237745460199082,0.06811661542896158
534,"['lattice_constant_bcc', 'bulk_modulus_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3237827789223707,0.06408674692338137
3014,"['c12_bcc', 'c44_fcc', 'relaxation_volume_fcc']",3,-0.32386490368584775,0.13636562395004329
316,"['c44_fcc', 'cohesive_energy_fcc']",2,-0.32387517815826167,0.09270992326973276
3412,"['c44_bcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.32403111035004817,0.10644595408377096
3997,"['extr_stack_fault_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.32413246399353635,0.05195967109184066
1056,"['lattice_constant_fcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32414168995140763,0.08292567400714872
1038,"['lattice_constant_fcc', 'c44_bcc', 'unstable_twinning_energy_fcc']",3,-0.3242535863420067,0.103184741811112
2909,"['c11_sc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.324294721092206,0.052968925567492255
3759,"['cohesive_energy_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.3243277295317009,0.04259521717227597
3540,"['c44_fcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3244172038423799,0.0897748622737651
1154,"['lattice_constant_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32448353670412206,0.04669311514979741
3178,"['c12_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.32451433355227716,0.04720641012345136
1926,"['bulk_modulus_fcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3245650836076082,0.08073284653312089
3507,"['c44_bcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",3,-0.32465855979147057,0.08068429537362995
3529,"['c44_fcc', 'c44_sc', 'cohesive_energy_fcc']",3,-0.3246773778162335,0.09687509838672761
4063,"['unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3246915922483021,0.04400687157930436
3436,"['c44_bcc', 'c44_sc', 'vacancy_migration_energy_fcc']",3,-0.32474284426688543,0.05498078549639113
1415,"['lattice_constant_sc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",3,-0.3247878907231606,0.07268651669960649
2868,"['c11_sc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3249412271693087,0.050738586837941274
3003,"['c12_bcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.32504922659492363,0.11357850571153369
1047,"['lattice_constant_fcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.32509205113939194,0.09229939147159237
831,"['lattice_constant_fcc', 'lattice_constant_sc', 'unstable_stack_energy_fcc']",3,-0.3251182499772849,0.06694262766470874
3088,"['c12_bcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32517384502638974,0.06029975840779118
3713,"['c44_sc', 'unstable_twinning_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.32523254477575664,0.04094629900407904
3852,"['thermal_expansion_coeff_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.3253038843442749,0.07762875057192581
2896,"['c11_sc', 'surface_energy_110_bcc', 'unstable_stack_energy_fcc']",3,-0.32533306567451964,0.04576336206133727
1970,"['bulk_modulus_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.32538150176715247,0.06644242118902688
2890,"['c11_sc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32545379061109764,0.06523559981004697
237,"['c11_sc', 'unstable_stack_energy_fcc']",2,-0.3254709132959943,0.05525762424982058
1207,"['lattice_constant_sc', 'bulk_modulus_fcc', 'unstable_twinning_energy_fcc']",3,-0.32551881904675445,0.09898486062590918
907,"['lattice_constant_fcc', 'bulk_modulus_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.32564559502135415,0.04479286471977593
1372,"['lattice_constant_sc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.3257117077812517,0.09632275980787403
1776,"['bulk_modulus_bcc', 'unstable_twinning_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32572241701205806,0.07936444392157674
3497,"['c44_bcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.325785578658973,0.06923798701813177
3000,"['c12_bcc', 'c44_fcc', 'c44_sc']",3,-0.3259085355486391,0.12105326256522982
2642,"['c11_fcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.325909769734689,0.11776344617587185
970,"['lattice_constant_fcc', 'c11_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3259253252401441,0.05107840468705895
2719,"['c11_fcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32593474513793586,0.07756259489822605
977,"['lattice_constant_fcc', 'c12_bcc', 'c44_fcc']",3,-0.3261213099647123,0.11712619982189994
221,"['c11_fcc', 'relaxed_formation_potential_energy_fcc']",2,-0.3261297557834041,0.07526382939975285
3493,"['c44_bcc', 'intr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.32613137519421875,0.06159545476104644
565,"['lattice_constant_bcc', 'c11_bcc', 'c44_bcc']",3,-0.32626104288441043,0.0668046327008164
1363,"['lattice_constant_sc', 'c44_bcc', 'unstable_twinning_energy_fcc']",3,-0.3262740517891831,0.08749654897242719
2210,"['bulk_modulus_sc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.326291235348078,0.08021742151358248
1946,"['bulk_modulus_fcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.32629170455368256,0.11505173640367906
2441,"['c11_bcc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32633549242040794,0.10437933930519945
1707,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.326336970938493,0.0475606622093639
1655,"['bulk_modulus_bcc', 'c44_bcc', 'cohesive_energy_fcc']",3,-0.32640945990091835,0.06485174987460311
3145,"['c12_fcc', 'c44_bcc', 'unstable_stack_energy_fcc']",3,-0.32647928539900034,0.07801966863670187
3480,"['c44_bcc', 'surface_energy_110_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3265719121168706,0.07470408803172375
