,species,tilt_axis,crystal_type,angle,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c44_bcc,c44_fcc,c44_sc,c12_bcc,c12_fcc,c12_sc,c11_bcc,c11_fcc,c11_sc,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,thermal_expansion_coeff_bcc,thermal_expansion_coeff_fcc,surface_energy_100_bcc,surface_energy_100_fcc,surface_energy_110_bcc,surface_energy_110_fcc,surface_energy_111_bcc,surface_energy_111_fcc,surface_energy_121_bcc,surface_energy_121_fcc,extr_stack_fault_energy_fcc,intr_stack_fault_energy_fcc,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp,coeff,grain_energy_analytical,grain_energy_analytical_unrelaxed
10,Fe,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",2.8679365872669575,3.6030228334353933,2.3965245987941968,168.19315484557632,174.25710502690302,138.02536316373323,123.06925134018293,102.16401838720732,-40.981162133473006,144.2465037145701,150.48672533727418,10.610114892526175,216.0864571075888,221.79786440616073,392.8558597061474,4.277547852543588,4.274889438201916,3.4326749490676773,7.713687583118553e-06,,0.10635130844139708,,0.09871982728703416,,0.11822957356605238,,0.102385095462426,,,,,,,,-16.35684026530912,,,1.9353536342040538,,,0.8763159518186348,,,,-24.42905526386568,,,1.8431084246861602,"[0.03321136727122016, 0.667532000725293, 0.6706446010259262, 0.6718478111855143, 0.6693353325030891, 0.6600398637787546, 0.6503134118624634, 0.6294852163676388]","[0.5451502773555063, 0.7410936531414591, 0.747127124301002, 0.7520996050353411, 0.7483378804481646, 0.7537197257418203, 0.7424337454932057, 0.7047018432828788]"
11,Ni,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",2.802871697486561,3.5798639767359353,2.378506464727014,150.9038706146077,184.23055427847797,137.0275131296042,134.37110857380833,126.48124558189029,-13.953947517993695,168.19545569820238,149.10503984842907,19.94061470133396,116.32070044741842,254.4815831385758,371.2013099861446,4.247361850311262,4.379848677679928,3.743869773671387,,1.1674224578810234e-05,,0.12084014615190307,,0.12974615900448533,,0.10836238117466303,,0.1256064924346212,0.006805373555166087,0.006683199043734146,0.02133016507749094,0.536314154730905,0.024491090096469038,1.4957722529659714,,1.5656797821015345,,,1.607767747983772,,,4.394234976419198,,,,1.9649225930965712,,2.31370019456545,"[0.027027467595211102, 0.627387174216645, 0.6311041405465403, 0.6326079053447611, 0.629530975452101, 0.6177128657491776, 0.6060900531351883, 0.5862973724909035]","[0.5077484184503112, 0.6908614548548495, 0.6978006955976666, 0.703583334384605, 0.7015824364450038, 0.7061779056079318, 0.6957231650468187, 0.6635075758591467]"
12,Al,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.227048792243004,4.044902426183776,2.6996517395255744,64.54435488703751,80.99481659982047,68.19173785791169,36.63456998193277,34.83017454023264,-2.9301273673190797,78.30632557157602,62.121240278833874,28.015964249824602,37.02041351796052,118.74196924179365,148.54328507408584,3.2877303860756673,3.376110432751336,3.100924715637306,,2.765378293349701e-05,,0.05722198499547691,,0.06211884068202482,,0.05046224520395584,,0.05933791053523709,0.006155400702621591,0.005860949185122941,0.010861263079746192,0.5969043926164201,0.013126024231543734,1.5192352175245083,,0.7188228357131854,,,0.826735029483635,,,0.5800464910182197,,,,5.713036570370857,,0.9505134942248596,"[0.036006728144212255, 0.5146201186423861, 0.5222965706064123, 0.522264704165017, 0.5148447052950598, 0.48938036381784267, 0.4016983033298317, 0.4680407854781393, 0.5077165463909343, 0.5241138919163876, 0.5241707867238939, 0.5032761989082414, 0.5242991680457019, 0.5266079214398505]","[0.33674965917431454, 0.5146201186423861, 0.5222965706064123, 0.522264704165017, 0.5148447052950598, 0.48938036381784267, 0.4016983033298317, 0.4680407854781393, 0.5077165463909343, 0.5241138919163876, 0.5241707867238939, 0.5032761989082414, 0.5242991680457019, 0.5266079214398505]"
13,Cu,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",2.8765464617195082,3.6206908504898645,2.3855121010074427,140.8548740993387,140.74293546117096,112.97339669666819,97.77442395932647,80.23817740544531,-4.061343785742206,149.93040560812562,123.9146685786844,7.191724319961324,122.70381108176483,174.3994692261441,324.53674145008193,3.491856747768284,3.5341051170093727,3.1652816962319505,,1.7271725361865934e-05,,0.08585154598427797,,0.09131154878391139,,0.07670413383699153,,0.08866008982820521,0.004599202800144221,0.003398070678438362,0.013806412387913757,0.5247005208333172,0.01613792127655286,1.5063466988355847,,1.1927390039745493,,,1.2364989467398966,,,0.8717727002647281,,,,4.423162270342504,,1.5937831063596692,"[0.04062948692870529, 0.5418604265617266, 0.5488178864468053, 0.5491188540977026, 0.5421843815516008, 0.5170144771379549, 0.42225805424880747, 0.49491880390626175, 0.5352526111222009, 0.5506978183074334, 0.5505689991681708, 0.5273344903210158, 0.5504204353903897, 0.5530330037770581]","[0.3524529388290978, 0.5418604265617266, 0.5488178864468053, 0.5491188540977026, 0.5421843815516008, 0.5170144771379549, 0.42225805424880747, 0.49491880390626175, 0.5352526111222009, 0.5506978183074334, 0.5505689991681708, 0.5273344903210158, 0.5504204353903897, 0.5530330037770581]"
14,Fe,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",2.8679365872669575,3.6030228334353933,2.3965245987941968,168.19315484557632,174.25710502690302,138.02536316373323,123.06925134018293,102.16401838720732,-40.981162133473006,144.2465037145701,150.48672533727418,10.610114892526175,216.0864571075888,221.79786440616073,392.8558597061474,4.277547852543588,4.274889438201916,3.4326749490676773,7.713687583118553e-06,,0.10635130844139708,,0.09871982728703416,,0.11822957356605238,,0.102385095462426,,,,,,,,-16.35684026530912,,,1.9353536342040538,,,0.8763159518186348,,,,-24.42905526386568,,,1.8431084246861602,"[0.05155379026963669, 0.5818297803405572, 0.5864373820628404, 0.5875695834119884, 0.5822737187824291, 0.5596708585980541, 0.4515693778548463, 0.5372059313307636, 0.5763508396156048, 0.5885319646806209, 0.5880357480522568, 0.5602138658988034, 0.5873123652525202, 0.5903084156774454]","[0.37360262289870105, 0.5818297803405572, 0.5864373820628404, 0.5875695834119884, 0.5822737187824291, 0.5596708585980541, 0.4515693778548463, 0.5372059313307636, 0.5763508396156048, 0.5885319646806209, 0.5880357480522568, 0.5602138658988034, 0.5873123652525202, 0.5903084156774454]"
15,Ni,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",2.802871697486561,3.5798639767359353,2.378506464727014,150.9038706146077,184.23055427847797,137.0275131296042,134.37110857380833,126.48124558189029,-13.953947517993695,168.19545569820238,149.10503984842907,19.94061470133396,116.32070044741842,254.4815831385758,371.2013099861446,4.247361850311262,4.379848677679928,3.743869773671387,,1.1674224578810234e-05,,0.12084014615190307,,0.12974615900448533,,0.10836238117466303,,0.1256064924346212,0.006805373555166087,0.006683199043734146,0.02133016507749094,0.536314154730905,0.024491090096469038,1.4957722529659714,,1.5656797821015345,,,1.607767747983772,,,4.394234976419198,,,,1.9649225930965712,,2.31370019456545,"[0.04203257426894852, 0.5487161523740334, 0.5554101213784368, 0.5558171726834268, 0.5490651145117228, 0.5240996637214328, 0.42737877466673835, 0.5018541108064469, 0.5422274685049763, 0.5573112400237059, 0.5571276280632431, 0.5332269952637938, 0.5568959972750519, 0.5595854655589324]","[0.356276616555533, 0.5487161523740334, 0.5554101213784368, 0.5558171726834268, 0.5490651145117228, 0.5240996637214328, 0.42737877466673835, 0.5018541108064469, 0.5422274685049763, 0.5573112400237059, 0.5571276280632431, 0.5332269952637938, 0.5568959972750519, 0.5595854655589324]"
16,Ag,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",3.2514776968780685,4.087888587397688,2.721366654424106,110.72894872018495,104.31247116272299,90.93023715575258,68.61197542706853,48.788857439455946,-4.10202938301909,112.96815154125196,93.28909749746389,20.277420523098943,106.25054307805094,126.35921849324119,232.23587042105987,2.842439804356008,2.8826633340463497,2.5073566996127203,,2.0479944933919216e-05,,0.05601618997125852,,0.059767373030073456,,0.05014284388484465,,0.057873224484805134,0.0009899768927395238,0.0009505334275233848,0.008212728369211749,0.4967474365234251,0.008726090562199128,1.488367919921228,,1.032686663030613,,,1.0667063673803414,,,0.7531252575579199,,,,5.497063010448527,,1.1873403142531171,"[0.004640503741083395, 0.484398830481263, 0.49423989664163637, 0.5044694684524724, 0.5138968688261012, 0.5190480788545746, 0.5158165625567149, 0.501134846774276, 0.513782649946209, 0.5171509503480587, 0.5181388996228825, 0.5104739578964708, 0.4947548881824758, 0.48551873675444, 0.4760879912396465, 0.4573923462063455, 0.4310865919029051, 0.4075293872356859, 0.3683786999411538, 0.337864378285717, 0.313713486860437, 0.2942350979679911, 0.046078800555384186]","[0.3353463360345741, 0.484398830481263, 0.49423989664163637, 0.5044694684524724, 0.5138968688261012, 0.5190480788545746, 0.5158165625567149, 0.501134846774276, 0.513782649946209, 0.5171509503480587, 0.5181388996228825, 0.5104739578964708, 0.4947548881824758, 0.48551873675444, 0.4760879912396465, 0.4573923462063455, 0.4310865919029051, 0.4075293872356859, 0.3683786999411538, 0.337864378285717, 0.313713486860437, 0.2942350979679911, 0.12065316298152362]"
17,Ag,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",3.2514776968780685,4.087888587397688,2.721366654424106,110.72894872018495,104.31247116272299,90.93023715575258,68.61197542706853,48.788857439455946,-4.10202938301909,112.96815154125196,93.28909749746389,20.277420523098943,106.25054307805094,126.35921849324119,232.23587042105987,2.842439804356008,2.8826633340463497,2.5073566996127203,,2.0479944933919216e-05,,0.05601618997125852,,0.059767373030073456,,0.05014284388484465,,0.057873224484805134,0.0009899768927395238,0.0009505334275233848,0.008212728369211749,0.4967474365234251,0.008726090562199128,1.488367919921228,,1.032686663030613,,,1.0667063673803414,,,0.7531252575579199,,,,5.497063010448527,,1.1873403142531171,"[0.04607880055537146, 0.43615639235069714, 0.45240803074595604, 0.46701535582832143, 0.47334611608998844, 0.47719659865510045, 0.45798603080510614, 0.39988973819407925, 0.45111442680780256, 0.4679013323581359, 0.4778235689173399, 0.46969655480981065, 0.46199503728504454, 0.45105365659454466, 0.439503184754485, 0.41495451020890284, 0.3480738425478931, 0.296800801799183, 0.25782939455152243, 0.2034966270225248, -4.6629367034256575e-15, 0.21894856805080354, 0.2826443184204869, 0.3293551716775953, 0.390982385299687, 0.43954471862264777, 0.461120787791517, 0.4739133466760974, 0.46207179282316135, 0.4762080621021433, 0.48004805640321846, 0.04282792075010723]","[0.1206531629815335, 0.43615639235069714, 0.45240803074595604, 0.46701535582832143, 0.47334611608998844, 0.47719659865510045, 0.45798603080510614, 0.39988973819407925, 0.45111442680780256, 0.4679013323581359, 0.4778235689173399, 0.46969655480981065, 0.46199503728504454, 0.45105365659454466, 0.439503184754485, 0.41495451020890284, 0.3480738425478931, 0.296800801799183, 0.25782939455152243, 0.2034966270225248, -4.6629367034256575e-15, 0.21894856805080354, 0.2826443184204869, 0.3293551716775953, 0.390982385299687, 0.43954471862264777, 0.461120787791517, 0.4739133466760974, 0.46207179282316135, 0.4762080621021433, 0.48004805640321846, 0.33534633603457364]"
18,Ag,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",3.2514776968780685,4.087888587397688,2.721366654424106,110.72894872018495,104.31247116272299,90.93023715575258,68.61197542706853,48.788857439455946,-4.10202938301909,112.96815154125196,93.28909749746389,20.277420523098943,106.25054307805094,126.35921849324119,232.23587042105987,2.842439804356008,2.8826633340463497,2.5073566996127203,,2.0479944933919216e-05,,0.05601618997125852,,0.059767373030073456,,0.05014284388484465,,0.057873224484805134,0.0009899768927395238,0.0009505334275233848,0.008212728369211749,0.4967474365234251,0.008726090562199128,1.488367919921228,,1.032686663030613,,,1.0667063673803414,,,0.7531252575579199,,,,5.497063010448527,,1.1873403142531171,"[0.022901221079641522, 0.5841411267988083, 0.5880820095538588, 0.5897135512871836, 0.5863801844860272, 0.5733554608557596, 0.5609564089262664, 0.54235886471377]","[0.4696965548098221, 0.6396898496219068, 0.6469342665611031, 0.653028129469526, 0.6521179754969828, 0.6562200591636731, 0.6467096328060666, 0.618648844697788]"
19,Ag,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.2514776968780685,4.087888587397688,2.721366654424106,110.72894872018495,104.31247116272299,90.93023715575258,68.61197542706853,48.788857439455946,-4.10202938301909,112.96815154125196,93.28909749746389,20.277420523098943,106.25054307805094,126.35921849324119,232.23587042105987,2.842439804356008,2.8826633340463497,2.5073566996127203,,2.0479944933919216e-05,,0.05601618997125852,,0.059767373030073456,,0.05014284388484465,,0.057873224484805134,0.0009899768927395238,0.0009505334275233848,0.008212728369211749,0.4967474365234251,0.008726090562199128,1.488367919921228,,1.032686663030613,,,1.0667063673803414,,,0.7531252575579199,,,,5.497063010448527,,1.1873403142531171,"[0.03565678529769543, 0.512240508505893, 0.5199601820507334, 0.5199046431683738, 0.5124566956756612, 0.4869968112548294, 0.399889738194079, 0.46573201437542977, 0.5053218158685375, 0.5217729930022215, 0.5218439066351694, 0.5011348467742759, 0.5219929243951403, 0.5242758889974595]","[0.33534633603457364, 0.512240508505893, 0.5199601820507334, 0.5199046431683738, 0.5124566956756612, 0.4869968112548294, 0.399889738194079, 0.46573201437542977, 0.5053218158685375, 0.5217729930022215, 0.5218439066351694, 0.5011348467742759, 0.5219929243951403, 0.5242758889974595]"
20,Au,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",3.2611196565051235,4.093702100361548,2.71541595939667,161.91910103506407,157.5809588938394,132.3373324438548,67.89328324677182,45.4001959785392,-0.44825189501446916,165.4266727837447,146.43697001785884,66.16233747943517,154.9039575377029,179.86893664580055,264.6873223726941,3.7675219335525036,3.8096628572936804,3.451868415338731,,1.855263804185217e-05,,0.057146755417446585,,0.06043939167493889,,0.05023088742330777,,0.058257262249562146,0.034019589572996375,0.0008950506497011902,0.007779075846758018,0.5116446659482785,0.008266266673487968,1.5007583512931226,,0.9001199107500297,,,0.9645476808471077,,,0.6818749311775224,,,,6.266668675968582,,1.1427535887481457,"[0.004662380472476598, 0.4855097748920799, 0.49535604349092366, 0.5055860843971842, 0.5150072528336864, 0.5201435815430343, 0.5168922980719454, 0.5021482411861804, 0.5148549861952612, 0.5182408871041044, 0.519241670273285, 0.5115952579529621, 0.4958994060921137, 0.48666947942422856, 0.47724230815791957, 0.458546635599405, 0.4322272123521972, 0.4086460207607393, 0.36943413071498443, 0.3388556901581362, 0.31464481863055815, 0.29511249511401705, 0.04629194985531936]","[0.33601055755215004, 0.4855097748920799, 0.49535604349092366, 0.5055860843971842, 0.5150072528336864, 0.5201435815430343, 0.5168922980719454, 0.5021482411861804, 0.5148549861952612, 0.5182408871041044, 0.519241670273285, 0.5115952579529621, 0.4958994060921137, 0.48666947942422856, 0.47724230815791957, 0.458546635599405, 0.4322272123521972, 0.4086460207607393, 0.36943413071498443, 0.3388556901581362, 0.31464481863055815, 0.29511249511401705, 0.12086113829242906]"
21,Pb,"[1, 1, 0]",fcc,"(0.0, 20.049975724151484, 22.84350731792459, 26.525352016609688, 31.586338096527925, 38.94244126898138, 44.00342734889962, 50.47880364135782, 55.8767054592047, 58.99241699313286, 62.439396894736774, 70.52877936550931, 77.88488253796277, 80.63108442154517, 82.945868617881, 86.6277133165661, 93.3722866834339, 97.054131382119, 99.36891557845483, 102.11511746203723, 109.47122063449069, 117.56060310526324, 121.00758300686714, 124.1232945407953, 129.5211963586422, 135.99657265110037, 141.05755873101862, 148.41366190347208, 153.4746479833903, 157.15649268207542, 159.95002427584853, 180.0)",3.869124167826441,4.945081339693734,3.1886341315176754,202104.75593172153,54.44914475247883,139989.06298861164,29.573183219636128,22.452310544233104,6.02921104090649,202087.79410058705,49.04121303154013,139975.1200536288,202138.6795939905,65.26500819435623,140016.94885857732,1.8299195885271098,2.0312736138604324,1.682323823740644,,3.085659280004693e-05,,0.028510604032631528,,0.030292070302187765,,0.026581088888253956,,0.029668205601110484,0.0003436323031475731,0.000335404288594379,0.0029850985567432564,0.5084960937499986,0.003165403551341211,1.501142578125,,0.518699228153242,,,0.572876687816868,,,0.3772528669843499,,,,14.240365648853283,,0.46554125356722587,"[0.036781480774274566, 0.37780722868343997, 0.392956781644763, 0.40681252083864117, 0.41369681044012163, 0.41743074902477995, 0.40124177993070276, 0.353845048622939, 0.39545724104679914, 0.4095159876926765, 0.4178711343615642, 0.41044697214682246, 0.40130825334539166, 0.3907300474772829, 0.3796141656074673, 0.3563698026944244, 0.2945935748636176, 0.24855751235343704, 0.21426782372173847, 0.16739174807064794, -2.220446049250313e-16, 0.18061781152044232, 0.23603427691805678, 0.27766037887284134, 0.33398818688197096, 0.37964796266847933, 0.4006124552738748, 0.41376213057257194, 0.4050983676164688, 0.41678953425439436, 0.4199607389775396, 0.0036908331428404896]","[0.10875436680383244, 0.37780722868343997, 0.392956781644763, 0.40681252083864117, 0.41369681044012163, 0.41743074902477995, 0.40124177993070276, 0.353845048622939, 0.39545724104679914, 0.4095159876926765, 0.4178711343615642, 0.41044697214682246, 0.40130825334539166, 0.3907300474772829, 0.3796141656074673, 0.3563698026944244, 0.2945935748636176, 0.24855751235343704, 0.21426782372173847, 0.16739174807064794, -2.220446049250313e-16, 0.18061781152044232, 0.23603427691805678, 0.27766037887284134, 0.33398818688197096, 0.37964796266847933, 0.4006124552738748, 0.41376213057257194, 0.4050983676164688, 0.41678953425439436, 0.4199607389775396, 0.29880450541713355]"
22,Pb,"[0, 0, 1]",fcc,"(0.0, 14.250032697803595, 16.26020470831196, 18.924644416051233, 22.619864948040426, 28.072486935852957, 31.890791801845708, 36.86989764584402, 41.112090439166934, 43.60281897270362, 46.39718102729638, 53.13010235415598, 59.48976259388444, 61.92751306414704, 64.01076641616699, 67.38013505195957, 71.07535558394876, 73.73979529168804, 77.31961650818018, 79.61114218453038, 81.20258929000894, 82.3718503314193, 90.0)",3.869124167826441,4.945081339693734,3.1886341315176754,202104.75593172153,54.44914475247883,139989.06298861164,29.573183219636128,22.452310544233104,6.02921104090649,202087.79410058705,49.04121303154013,139975.1200536288,202138.6795939905,65.26500819435623,140016.94885857732,1.8299195885271098,2.0312736138604324,1.682323823740644,,3.085659280004693e-05,,0.028510604032631528,,0.030292070302187765,,0.026581088888253956,,0.029668205601110484,0.0003436323031475731,0.000335404288594379,0.0029850985567432564,0.5084960937499986,0.003165403551341211,1.501142578125,,0.518699228153242,,,0.572876687816868,,,0.3772528669843499,,,,14.240365648853283,,0.46554125356722587,"[0.0036908331428400134, 0.42603181198887907, 0.43529429936156006, 0.445107665925904, 0.45440612547665193, 0.45993580912083154, 0.4575762826573613, 0.4457012370056129, 0.45573897198782165, 0.45831663793333755, 0.45877084920999756, 0.45066354278825493, 0.43466631420336266, 0.42555062274523847, 0.4163500993409305, 0.39838141109027414, 0.3736103759467818, 0.35186243296064856, 0.31649602039245117, 0.2895199673916591, 0.2684956050472417, 0.25173297985908083, 0.03678148077427331]","[0.29880450541712833, 0.42603181198887907, 0.43529429936156006, 0.445107665925904, 0.45440612547665193, 0.45993580912083154, 0.4575762826573613, 0.4457012370056129, 0.45573897198782165, 0.45831663793333755, 0.45877084920999756, 0.45066354278825493, 0.43466631420336266, 0.42555062274523847, 0.4163500993409305, 0.39838141109027414, 0.3736103759467818, 0.35186243296064856, 0.31649602039245117, 0.2895199673916591, 0.2684956050472417, 0.25173297985908083, 0.10875436680382666]"
23,Pb,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.869124167826441,4.945081339693734,3.1886341315176754,202104.75593172153,54.44914475247883,139989.06298861164,29.573183219636128,22.452310544233104,6.02921104090649,202087.79410058705,49.04121303154013,139975.1200536288,202138.6795939905,65.26500819435623,140016.94885857732,1.8299195885271098,2.0312736138604324,1.682323823740644,,3.085659280004693e-05,,0.028510604032631528,,0.030292070302187765,,0.026581088888253956,,0.029668205601110484,0.0003436323031475731,0.000335404288594379,0.0029850985567432564,0.5084960937499986,0.003165403551341211,1.501142578125,,0.518699228153242,,,0.572876687816868,,,0.3772528669843499,,,,14.240365648853283,,0.46554125356722587,"[0.015171163257561624, 0.45219629544921025, 0.4603568802704233, 0.4598892093658319, 0.45222893582216306, 0.42784854827776797, 0.35384504862293953, 0.40871634523833333, 0.44526215470997077, 0.46206285305231076, 0.462396068981062, 0.4457012370056005, 0.46292424719278835, 0.46462190661293223]","[0.2988045054171333, 0.45219629544921025, 0.4603568802704233, 0.4598892093658319, 0.45222893582216306, 0.42784854827776797, 0.35384504862293953, 0.40871634523833333, 0.44526215470997077, 0.46206285305231076, 0.462396068981062, 0.4457012370056005, 0.46292424719278835, 0.46462190661293223]"
24,Pb,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",3.869124167826441,4.945081339693734,3.1886341315176754,202104.75593172153,54.44914475247883,139989.06298861164,29.573183219636128,22.452310544233104,6.02921104090649,202087.79410058705,49.04121303154013,139975.1200536288,202138.6795939905,65.26500819435623,140016.94885857732,1.8299195885271098,2.0312736138604324,1.682323823740644,,3.085659280004693e-05,,0.028510604032631528,,0.030292070302187765,,0.026581088888253956,,0.029668205601110484,0.0003436323031475731,0.000335404288594379,0.0029850985567432564,0.5084960937499986,0.003165403551341211,1.501142578125,,0.518699228153242,,,0.572876687816868,,,0.3772528669843499,,,,14.240365648853283,,0.46554125356722587,"[0, 0.5075551547075394, 0.5180009283164245, 0.51964407280695, 0.5162602303772614, 0.5028707755397981, 0.490487164329416, 0.4739433397140759]","[0.41044697214682657, 0.5596959203390324, 0.566792614461251, 0.5728259762869363, 0.5729075581704248, 0.5764336605116896, 0.5683518252871019, 0.5453886617890891]"
25,Au,"[1, 1, 1]",fcc,"(0.0, 24.43269767945453, 27.79577249602797, 32.20422750397202, 38.21321070173819, 46.82644889274107, 52.659006983369785, 59.99999999999999)",3.2611196565051235,4.093702100361548,2.71541595939667,161.91910103506407,157.5809588938394,132.3373324438548,67.89328324677182,45.4001959785392,-0.44825189501446916,165.4266727837447,146.43697001785884,66.16233747943517,154.9039575377029,179.86893664580055,264.6873223726941,3.7675219335525036,3.8096628572936804,3.451868415338731,,1.855263804185217e-05,,0.057146755417446585,,0.06043939167493889,,0.05023088742330777,,0.058257262249562146,0.034019589572996375,0.0008950506497011902,0.007779075846758018,0.5116446659482785,0.008266266673487968,1.5007583512931226,,0.9001199107500297,,,0.9645476808471077,,,0.6818749311775224,,,,6.266668675968582,,1.1427535887481457,"[0.023007618962332606, 0.5854653026021768, 0.5894031517430196, 0.591032596723571, 0.5877037645876859, 0.5747015107760722, 0.5623145061659625, 0.5436793746906325]","[0.47084014999573653, 0.6412300683637436, 0.6484711233192111, 0.6545606419010623, 0.6536242899590066, 0.6577390966335096, 0.6482003308964184, 0.6200277069329794]"
26,Au,"[1, 1, 2]",fcc,"(0.0, 23.07391806563098, 34.04773236999154, 38.572650822227786, 44.41530859719298, 52.20027756457278, 62.96430821058772, 69.97282751604145, 78.46304096718453, 88.83061719438597, 91.16938280561406, 101.5369590328155, 110.02717248395858, 117.03569178941231)",3.2611196565051235,4.093702100361548,2.71541595939667,161.91910103506407,157.5809588938394,132.3373324438548,67.89328324677182,45.4001959785392,-0.44825189501446916,165.4266727837447,146.43697001785884,66.16233747943517,154.9039575377029,179.86893664580055,264.6873223726941,3.7675219335525036,3.8096628572936804,3.451868415338731,,1.855263804185217e-05,,0.057146755417446585,,0.06043939167493889,,0.05023088742330777,,0.058257262249562146,0.034019589572996375,0.0008950506497011902,0.007779075846758018,0.5116446659482785,0.008266266673487968,1.5007583512931226,,0.9001199107500297,,,0.9645476808471077,,,0.6818749311775224,,,,6.266668675968582,,1.1427535887481457,"[0.03582141674958832, 0.5133659014551071, 0.5210654612951309, 0.521021026528433, 0.5135860524186366, 0.4881235636227852, 0.4007452742503057, 0.4668232642457498, 0.506454178679079, 0.5228803946863247, 0.5229447190950223, 0.5021482411861811, 0.5230840416708997, 0.5253791814550238]","[0.33601055755215103, 0.5133659014551071, 0.5210654612951309, 0.521021026528433, 0.5135860524186366, 0.4881235636227852, 0.4007452742503057, 0.4668232642457498, 0.506454178679079, 0.5228803946863247, 0.5229447190950223, 0.5021482411861811, 0.5230840416708997, 0.5253791814550238]"
